Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Season,Production
9/2/2023,13,14,Solar,245.0,Saturday,Fall,6760
11/12/2024,7,8,Wind,317.0,Tuesday,Fall,10329
6/6/2020,13,14,Wind,158.0,Saturday,Summer,10873
7/7/2021,13,14,Solar,188.0,Wednesday,Summer,5429
5/3/2023,9,10,,123.0,Wednesday,Spring,40000
5/19/2023,5,6,Wind,139.0,Friday,Spring,5256
6/10/2021,21,22,Wind,161.0,Thursday,Summer,1475
12/27/2021,4,5,Wind,361.0,Monday,Winter,4859
5/24/2024,22,23,Wind,145.0,Friday,Spring,645
8/19/2020,18,19,Wind,232.0,Wednesday,Summer,5719
2/1/2021,15,16,Wind,32.0,Monday,Winter,7166
5/24/2021,10,11,Wind,144.0,Monday,Spring,9548
11/21/2025,15,16,Wind,325.0,Friday,Fall,7003
7/8/2025,13,14,Solar,189.0,Tuesday,Summer,40000
6/22/2023,10,11,Wind,173.0,Thursday,Summer,5018
11/22/2021,15,16,Wind,326.0,Monday,Fall,11582
11/19/2023,1,2,Wind,323.0,Sunday,Fall,11829
10/4/2022,19,20,Wind,277.0,Tuesday,Fall,937
9/7/2022,21,22,Wind,250.0,Wednesday,Fall,3796
6/9/2024,9,10,Solar,161.0,Sunday,Summer,2265
5/16/2024,4,5,Wind,137.0,Thursday,Spring,1985
1/2/2023,10,11,Wind,2.0,Monday,Winter,5987
3/22/2023,19,20,Wind,81.0,Wednesday,Spring,12608
10/14/2020,3,4,Wind,288.0,Wednesday,Fall,1902
10/7/2024,15,16,Wind,281.0,Monday,Fall,7138
11/13/2024,4,5,Wind,318.0,Wednesday,Fall,6882
02/27/2028,13,14,Wind,xyz,Tuesday,xyz,-100
3/26/2025,15,16,Solar,85.0,Wednesday,Spring,7167
12/17/2023,15,16,Solar,351.0,Sunday,Winter,3018
1/22/2025,17,18,Wind,22.0,Wednesday,Winter,5102
4/19/2022,2,3,Wind,109.0,Tuesday,Spring,2920
4/21/2021,20,21,Wind,111.0,Wednesday,Spring,5054
3/10/2025,8,9,Wind,69.0,Monday,Spring,3471
02/27/2028,22,23,Wind,317.0,Sunday,Fall,-100
1/6/2023,23,0,Wind,6.0,Friday,Winter,8096
9/15/2021,2,3,Wind,258.0,Wednesday,Fall,2419
9/2/2022,1,2,Wind,245.0,Friday,Fall,2750
2/1/2023,14,15,Wind,32.0,Wednesday,Winter,11735
5/5/2023,18,19,Solar,125.0,Friday,Spring,4662
2/18/2023,23,0,Wind,49.0,Saturday,Winter,8067
2/26/2025,1,2,Wind,57.0,Wednesday,Winter,10324
4/5/2025,21,22,Wind,95.0,Saturday,Spring,8059
12/30/2021,9,10,Wind,364.0,Thursday,Winter,8720
4/7/2022,13,14,Wind,97.0,Thursday,Spring,17696
1/27/2021,10,11,Wind,27.0,Wednesday,Winter,5277
4/10/2025,2,3,Wind,100.0,Thursday,Spring,9152
3/23/2022,9,10,Solar,82.0,Wednesday,Spring,5419
11/18/2024,20,21,Wind,323.0,Monday,Fall,9698
12/2/2020,20,21,Wind,337.0,Wednesday,Winter,2043
02/27/2028,13,14,Wind,183.0,Wednesday,Summer,-100
7/30/2024,17,18,Solar,212.0,Tuesday,Summer,4665
6/9/2024,16,17,Solar,161.0,Sunday,Summer,4699
10/4/2022,20,21,Wind,277.0,Tuesday,Fall,1168
1/6/2022,14,15,Solar,6.0,Thursday,Winter,5505
12/9/2020,7,8,Wind,344.0,Wednesday,Winter,2764
1/21/2024,21,22,Wind,21.0,Sunday,Winter,16235
12/30/2021,14,15,Wind,364.0,Thursday,Winter,8402
4/5/2024,7,8,Wind,96.0,Friday,Spring,14615
8/7/2020,11,12,Solar,220.0,Friday,Summer,3922
2/22/2024,20,21,Wind,53.0,Thursday,Winter,17499
2/3/2024,15,16,Wind,34.0,Saturday,Winter,7256
4/6/2024,16,17,Wind,97.0,Saturday,Spring,6760
4/17/2024,18,19,Wind,108.0,Wednesday,Spring,10061
3/4/2021,9,10,Solar,63.0,Thursday,Spring,1941
7/13/2024,19,20,Solar,195.0,Saturday,Summer,2289
4/8/2021,14,15,Solar,98.0,Thursday,Spring,5202
1/17/2020,2,3,Wind,17.0,Friday,Winter,9390
6/8/2024,8,9,Solar,160.0,Saturday,Summer,3057
3/31/2022,13,14,Wind,90.0,Thursday,Spring,11938
1/30/2025,14,xyz,xyz,30.0,Thursday,Winter,8803
xyz,9,10,Wind,77.0,Thursday,Spring,4597
5/7/2025,1,2,Wind,127.0,Wednesday,Spring,8947
11/28/2024,6,7,Wind,333.0,Thursday,Fall,2505
3/3/2021,9,10,Wind,62.0,Wednesday,Spring,40000
02/27/2028,10,11,Solar,267.0,Friday,xyz,-100
3/25/2021,14,15,Solar,84.0,Thursday,Spring,4960
8/28/2025,7,8,Wind,240.0,Thursday,Summer,3117
3/2/2025,12,13,Solar,61.0,Sunday,Spring,12731
9/19/2025,16,17,Solar,262.0,Friday,Fall,10145
7/9/2023,18,19,Solar,190.0,Sunday,Summer,4652
11/2/2023,0,1,Wind,306.0,Thursday,Fall,17146
10/6/2020,21,22,Wind,280.0,Tuesday,Fall,11000
11/3/2024,22,23,Wind,308.0,Sunday,Fall,2791
4/21/2025,21,22,Wind,111.0,Monday,Spring,2788
5/13/2022,16,17,Solar,133.0,Friday,Spring,6107
11/18/2024,2,3,Wind,323.0,Monday,Fall,8530
02/27/2028,11,xyz,Wind,134.0,Friday,Spring,-100
02/27/2028,3,4,Wind,,xyz,Fall,-100
6/9/2024,2,3,Wind,161.0,Sunday,Summer,3682
xyz,23,0,Wind,194.0,Sunday,Summer,2819
11/3/2025,5,6,Wind,307.0,Monday,Fall,7218
4/21/2020,23,0,Wind,112.0,Tuesday,Spring,4642
6/9/2020,2,3,Wind,161.0,Tuesday,Summer,3597
5/21/2020,17,18,Solar,142.0,Thursday,Spring,2989
12/11/2020,1,2,Wind,346.0,Friday,Winter,6767
11/24/2025,22,23,Wind,328.0,Monday,Fall,9801
6/16/2024,22,23,Wind,168.0,Sunday,Summer,2549
9/3/2020,2,3,Wind,247.0,Thursday,Fall,978
11/1/2024,16,17,Solar,306.0,Friday,Fall,1612
9/13/2023,6,7,Wind,256.0,Wednesday,Fall,1142
5/13/2020,3,4,,xyz,Wednesday,Spring,40000
3/4/2021,22,23,Wind,63.0,Thursday,Spring,3145
6/5/2021,15,16,,156.0,Saturday,xyz,40000
10/27/2020,14,15,Wind,301.0,Tuesday,Fall,12379
02/27/2028,4,5,Wind,229.0,Thursday,Summer,-100
7/31/2023,6,7,Wind,212.0,Monday,Summer,8004
4/27/2021,21,22,Wind,117.0,Tuesday,Spring,1594
02/27/2028,7,8,Wind,48.0,Wednesday,Winter,-100
11/8/2023,19,20,Wind,312.0,Wednesday,Fall,14862
9/9/2021,13,14,Wind,252.0,Thursday,Fall,5141
11/26/2021,9,10,Wind,330.0,Friday,Fall,5880
12/31/2021,9,10,Wind,365.0,Friday,Winter,6180
4/4/2020,21,22,Wind,95.0,Saturday,Spring,5074
6/11/2025,8,9,Solar,162.0,Wednesday,Summer,5524
02/27/2028,13,14,Solar,257.0,Wednesday,Fall,xyz
8/25/2024,3,4,Wind,238.0,Sunday,Summer,5857
3/29/2025,21,22,Wind,88.0,Saturday,Spring,5649
4/23/2021,20,21,Wind,113.0,Friday,Spring,5369
1/2/2020,0,1,Wind,2.0,Thursday,Winter,1267
6/4/2025,8,9,Wind,155.0,Wednesday,Summer,3666
7/15/2020,22,23,Wind,197.0,Wednesday,Summer,1874
8/7/2021,8,9,Wind,219.0,Saturday,Summer,4137
4/4/2024,16,17,Wind,95.0,Thursday,Spring,18160
11/28/2021,6,7,Wind,332.0,Sunday,Fall,9221
9/11/2023,4,5,Wind,254.0,Monday,Fall,1317
9/14/2022,2,3,Wind,257.0,Wednesday,Fall,1837
9/25/2022,17,18,Wind,268.0,Sunday,Fall,4472
02/27/2028,23,0,Wind,240.0,Tuesday,Summer,40000
9/28/2025,15,16,Solar,271.0,Sunday,Fall,5298
7/28/2025,9,10,Solar,209.0,Monday,Summer,6834
3/28/2022,19,20,Wind,87.0,Monday,Spring,1643
4/30/2020,19,20,Wind,121.0,Thursday,Spring,11566
12/7/2021,8,9,Wind,341.0,Tuesday,Winter,5489
02/27/2028,15,16,Wind,48.0,Thursday,Winter,-100
4/23/2023,xyz,19,xyz,113.0,Sunday,Spring,14741
9/2/2023,2,3,Wind,245.0,Saturday,Fall,2089
4/9/2024,18,19,Wind,100.0,Tuesday,Spring,14993
10/31/2023,1,2,Wind,304.0,Tuesday,Fall,7202
8/14/2024,19,20,Wind,227.0,Wednesday,Summer,3688
1/5/2020,20,21,Wind,5.0,Sunday,Winter,1866
1/11/2022,8,9,Wind,11.0,Tuesday,Winter,2912
9/17/2024,8,9,Wind,261.0,Tuesday,Fall,10111
3/21/2020,5,6,Wind,81.0,Saturday,Spring,7494
5/5/2023,22,23,Wind,125.0,Friday,Spring,1319
02/27/2028,15,16,Wind,163.0,xyz,Summer,-100
8/29/2022,2,3,Wind,241.0,Monday,Summer,5234
4/11/2023,21,22,Wind,101.0,Tuesday,Spring,8468
8/12/2022,12,13,Solar,224.0,xyz,Summer,8910
10/8/2021,10,11,Solar,281.0,Friday,Fall,5294
7/11/2025,14,15,Solar,192.0,Friday,Summer,13109
11/13/2025,7,8,Wind,317.0,Thursday,Fall,10177
2/16/2023,4,5,Wind,47.0,Thursday,Winter,3973
xyz,17,18,Wind,,Saturday,Spring,-100
3/31/2022,3,4,Wind,90.0,Thursday,Spring,3308
10/18/2023,17,18,Wind,291.0,Wednesday,Fall,14535
11/19/2024,13,14,Wind,324.0,Tuesday,Fall,20597
1/23/2022,16,17,Wind,23.0,Sunday,Winter,3865
12/28/2020,10,11,Wind,363.0,Monday,Winter,8666
11/19/2024,21,22,Wind,324.0,Tuesday,Fall,11992
1/22/2025,9,10,Wind,22.0,Wednesday,Winter,6315
3/18/2025,10,11,Wind,77.0,Tuesday,Spring,15177
5/11/2021,19,20,Wind,131.0,Tuesday,Spring,6405
02/27/2028,22,23,Wind,333.0,Thursday,xyz,-100
8/18/2022,13,14,Solar,230.0,Thursday,Summer,5355
12/20/2023,1,2,Wind,354.0,Wednesday,Winter,8716
8/8/2020,13,14,Solar,221.0,Saturday,Summer,4095
3/2/2020,23,0,Wind,62.0,Monday,Spring,8448
6/12/2020,4,5,Wind,164.0,Friday,Summer,4286
11/28/2023,11,12,Wind,332.0,Tuesday,Fall,6161
3/28/2024,xyz,5,Wind,xyz,Thursday,Spring,14967
2/28/2023,22,23,Wind,xyz,Tuesday,Winter,7116
4/10/2020,17,18,xyz,101.0,Friday,Spring,xyz
6/25/2025,23,0,Wind,176.0,Wednesday,Summer,5491
3/12/2024,22,23,Wind,72.0,Tuesday,Spring,8894
10/19/2024,8,9,Wind,293.0,Saturday,Fall,6338
9/21/2024,13,14,Solar,265.0,Saturday,Fall,4430
5/19/2020,23,0,Wind,140.0,Tuesday,Spring,4187
4/21/2025,18,19,Wind,111.0,Monday,Spring,5746
12/19/2024,16,17,Wind,354.0,Thursday,Winter,15633
10/21/2024,0,1,Wind,295.0,Monday,Fall,7969
6/23/2021,17,18,Wind,174.0,Wednesday,Summer,4314
9/30/2024,16,17,Wind,274.0,Monday,Fall,11102
11/21/2020,18,19,Wind,326.0,Saturday,Fall,2645
1/1/2023,9,10,Wind,1.0,Sunday,Winter,11283
12/11/2024,19,20,Wind,346.0,Wednesday,Winter,5916
2/7/2023,4,5,Wind,38.0,Tuesday,Winter,8388
4/12/2024,12,13,Solar,103.0,Friday,Spring,8049
8/2/2022,21,22,Wind,214.0,Tuesday,Summer,957
2/23/2020,10,11,Wind,54.0,Sunday,Winter,13480
5/10/2025,13,14,Solar,130.0,Saturday,Spring,6944
10/3/2021,23,0,Wind,276.0,Sunday,Fall,5964
5/5/2025,5,6,Wind,125.0,Monday,Spring,9828
5/16/2021,20,21,Wind,136.0,Sunday,Spring,9142
1/4/2021,7,8,Wind,4.0,Monday,Winter,1589
7/12/2021,5,6,Wind,193.0,Monday,Summer,2454
2/14/2022,8,9,Wind,45.0,Monday,Winter,11199
9/29/2020,2,3,Wind,273.0,Tuesday,Fall,2642
5/27/2023,8,9,Wind,147.0,Saturday,Spring,5721
3/11/2022,22,23,Wind,70.0,xyz,Spring,10557
9/11/2024,21,22,Wind,255.0,Wednesday,Fall,5700
10/23/2025,16,17,Wind,296.0,Thursday,Fall,15398
3/21/2025,18,19,Wind,80.0,Friday,Spring,8152
5/6/2022,14,15,Solar,126.0,Friday,Spring,6812
8/28/2021,5,6,Wind,240.0,Saturday,Summer,3976
6/23/2022,20,21,Wind,174.0,Thursday,Summer,1923
3/3/2024,0,1,Wind,63.0,Sunday,Spring,2949
4/5/2022,18,19,Wind,95.0,Tuesday,Spring,8495
6/29/2022,8,9,Solar,180.0,Wednesday,Summer,2385
3/25/2020,12,13,Solar,85.0,Wednesday,Spring,5870
4/3/2023,12,13,Wind,93.0,Monday,Spring,11111
12/12/2024,23,0,xyz,347.0,Thursday,Winter,3205
8/2/2023,15,16,Wind,214.0,Wednesday,Summer,20359
1/29/2023,20,21,Wind,29.0,Sunday,Winter,4213
5/1/2025,2,3,Wind,121.0,Thursday,Spring,5525
02/27/2028,0,1,Wind,105.0,Thursday,Spring,-100
10/15/2022,16,17,Wind,288.0,Saturday,Fall,8245
11/3/2024,6,7,Wind,308.0,Sunday,Fall,2638
10/12/2020,16,17,Wind,286.0,Monday,Fall,3991
xyz,6,7,Wind,71.0,Wednesday,Spring,-100
11/4/2025,14,15,Wind,308.0,Tuesday,Fall,12790
4/16/2022,18,19,Wind,106.0,Saturday,Spring,8184
2/21/2025,10,11,Wind,52.0,Friday,Winter,15847
11/8/2020,15,16,Wind,313.0,Sunday,Fall,2718
7/25/2021,18,xyz,Wind,206.0,Sunday,Summer,5105
,13,14,Solar,33.0,Sunday,Winter,-100
11/11/2025,7,8,Wind,315.0,Tuesday,Fall,8058
4/19/2023,9,10,Wind,109.0,Wednesday,Spring,7649
7/15/2021,23,xyz,Wind,196.0,Thursday,Summer,40000
11/13/2021,12,13,Wind,317.0,Saturday,Fall,5041
6/30/2020,7,8,Wind,182.0,Tuesday,Summer,3596
02/27/2028,,1,Wind,357.0,Friday,xyz,-100
10/15/2025,23,0,Wind,288.0,Wednesday,Fall,5351
7/8/2023,20,21,Wind,189.0,Saturday,Summer,1493
6/23/2024,0,1,Wind,175.0,Sunday,Summer,2581
2/17/2023,6,7,Wind,48.0,Friday,Winter,7645
3/18/2020,18,19,Wind,78.0,Wednesday,Spring,380
8/7/2025,3,4,Wind,219.0,Thursday,Summer,930
12/9/2020,17,18,Wind,344.0,Wednesday,Winter,2329
2/24/2024,12,13,Wind,55.0,Saturday,Winter,15371
8/27/2020,13,14,Solar,240.0,Thursday,Summer,6251
2/14/2022,23,0,Wind,45.0,Monday,Winter,6512
4/25/2022,21,22,Wind,115.0,Monday,xyz,xyz
7/28/2025,3,4,Wind,209.0,Monday,Summer,4437
12/16/2020,23,0,Wind,351.0,Wednesday,Winter,7220
9/30/2022,13,14,Solar,273.0,Friday,Fall,7262
9/4/2025,19,20,Wind,247.0,Thursday,Fall,8069
3/1/2025,10,11,Wind,60.0,Saturday,Spring,12156
6/27/2025,22,23,Wind,178.0,Friday,Summer,1584
7/15/2021,0,1,Wind,196.0,Thursday,Summer,7907
6/23/2025,4,5,Wind,174.0,Monday,Summer,5544
9/24/2024,9,10,Wind,268.0,Tuesday,Fall,8855
5/31/2023,12,13,Wind,151.0,Wednesday,Spring,12628
7/28/2023,21,22,Wind,209.0,Friday,Summer,3768
2/27/2021,23,0,Wind,58.0,Saturday,Winter,8380
8/11/2024,16,17,Solar,,Sunday,Summer,5870
11/12/2024,22,23,Wind,317.0,Tuesday,Fall,8223
9/19/2024,20,21,Wind,263.0,Thursday,Fall,7802
02/27/2028,5,6,Wind,307.0,Wednesday,Fall,-100
4/22/2022,14,15,Solar,112.0,Friday,Spring,8327
02/27/2028,12,13,Solar,271.0,Wednesday,Fall,40000
10/11/2023,15,16,Solar,284.0,Wednesday,Fall,9015
7/6/2020,1,2,Wind,188.0,Monday,Summer,6827
4/4/2024,13,14,Wind,95.0,Thursday,Spring,20481
3/11/2023,8,9,Wind,70.0,Saturday,Spring,4389
11/7/2024,15,16,Wind,312.0,Thursday,Fall,3966
5/8/2021,19,20,Wind,128.0,Saturday,Spring,6309
4/25/2022,9,10,Wind,115.0,Monday,Spring,4334
7/4/2023,10,11,Solar,185.0,Tuesday,Summer,5603
3/21/2023,13,14,Wind,80.0,Tuesday,Spring,8403
10/26/2025,3,4,Wind,299.0,Sunday,Fall,9730
7/11/2025,17,18,Solar,192.0,Friday,Summer,11291
1/24/2020,22,23,Wind,24.0,xyz,Winter,40000
xyz,xyz,19,Wind,282.0,Sunday,Fall,2019
2/14/2020,19,20,Wind,45.0,Friday,Winter,40000
8/13/2023,5,6,Wind,225.0,Sunday,Summer,931
9/16/2025,16,17,Wind,259.0,Tuesday,Fall,13968
6/12/2025,10,11,Solar,163.0,Thursday,Summer,9373
5/2/2020,2,3,Wind,123.0,Saturday,Spring,5334
5/27/2023,14,15,Solar,147.0,Saturday,Spring,5976
3/10/2023,19,20,Wind,69.0,Friday,Spring,6183
10/11/2024,17,18,Solar,285.0,Friday,Fall,3556
6/24/2023,7,8,Wind,175.0,Saturday,Summer,3270
2/20/2020,12,13,Wind,51.0,Thursday,Winter,12752
2/27/2023,10,xyz,Wind,58.0,Monday,Winter,15692
5/8/2022,10,11,Solar,128.0,Sunday,Spring,6177
12/17/2020,9,10,Wind,352.0,Thursday,Winter,5050
1/10/2020,10,11,Wind,10.0,Friday,Winter,6407
10/5/2024,2,3,Wind,279.0,Saturday,Fall,2709
1/17/2023,16,17,Wind,17.0,Tuesday,Winter,4665
12/8/2021,22,23,Wind,342.0,Wednesday,Winter,5949
xyz,20,21,Wind,4.0,Tuesday,Winter,-100
12/20/2021,15,16,Wind,354.0,Monday,Winter,3926
3/29/2023,2,3,Wind,88.0,Wednesday,Spring,4865
10/5/2021,1,2,Wind,278.0,Tuesday,Fall,7372
4/6/2025,xyz,13,Solar,96.0,Sunday,Spring,8484
8/15/2024,14,15,Solar,228.0,Thursday,Summer,9758
7/17/2024,18,19,Solar,199.0,Wednesday,Summer,4046
12/31/2024,23,0,Wind,366.0,Tuesday,Winter,10602
7/8/2024,11,12,Solar,190.0,Monday,Summer,8159
1/24/2020,3,4,Wind,24.0,Friday,Winter,2178
11/4/2023,18,19,Wind,308.0,Saturday,Fall,15770
6/20/2022,17,18,Solar,171.0,Monday,Summer,6713
10/10/2021,0,1,Wind,283.0,,Fall,2713
5/28/2020,14,15,Solar,149.0,Thursday,Spring,7591
xyz,23,0,Wind,xyz,Thursday,Fall,40000
02/27/2028,20,21,Wind,46.0,xyz,Winter,-100
5/6/2022,11,12,Solar,126.0,Friday,Spring,6911
10/24/2025,23,0,Wind,297.0,Friday,Fall,14144
11/15/2024,16,17,Wind,320.0,Friday,Fall,1821
7/18/2025,2,3,Wind,199.0,Friday,Summer,1564
10/20/2025,1,2,Wind,293.0,Monday,Fall,13116
10/16/2020,18,19,Wind,290.0,Friday,Fall,1636
4/1/2022,3,4,Wind,91.0,Friday,Spring,9699
9/24/2022,1,2,Wind,267.0,Saturday,Fall,1028
6/30/2022,20,21,Wind,181.0,Thursday,Summer,2522
5/11/2024,0,1,Wind,132.0,Saturday,Spring,6497
11/8/2021,10,11,Solar,312.0,Monday,Fall,3832
3/4/2025,6,7,Wind,63.0,Tuesday,Spring,2904
xyz,23,0,Wind,2.0,Monday,Winter,-100
02/27/2028,4,,Wind,286.0,xyz,Fall,-100
8/9/2024,7,8,Wind,222.0,Friday,Summer,5677
4/15/2020,2,3,Wind,106.0,Wednesday,Spring,6207
8/2/2023,8,9,Wind,214.0,Wednesday,Summer,15356
1/29/2024,13,14,Wind,29.0,Monday,Winter,8687
8/16/2020,7,8,Wind,229.0,Sunday,Summer,1272
02/27/2028,19,20,,191.0,Saturday,xyz,-100
11/4/2021,7,8,Wind,308.0,Thursday,Fall,3133
5/12/2025,3,4,Wind,132.0,Monday,Spring,2071
10/17/2023,10,11,Wind,290.0,Tuesday,Fall,6810
02/27/2028,15,16,Wind,363.0,Friday,Winter,-100
11/12/2021,12,13,Solar,316.0,Friday,Fall,4637
2/19/2024,17,18,Wind,50.0,Monday,Winter,7758
9/14/2021,19,20,Wind,257.0,Tuesday,Fall,1986
4/11/2022,3,4,Wind,101.0,Monday,Spring,9882
1/6/2022,5,6,Wind,6.0,Thursday,Winter,2049
6/10/2024,4,5,Wind,162.0,Monday,Summer,3938
02/27/2028,1,xyz,Wind,193.0,Tuesday,Summer,40000
7/2/2021,13,14,Solar,183.0,Friday,Summer,4836
10/13/2025,14,15,Solar,286.0,Monday,Fall,12354
11/22/2021,4,5,Wind,326.0,Monday,Fall,8247
8/27/2023,4,5,Wind,239.0,Sunday,Summer,2263
10/14/2021,4,5,Wind,287.0,Thursday,Fall,xyz
10/8/2025,17,18,Solar,281.0,Wednesday,Fall,4242
9/1/2025,10,11,Wind,244.0,Monday,Fall,8188
2/10/2025,18,19,Wind,41.0,Monday,Winter,6846
11/3/2022,14,15,Wind,307.0,Thursday,Fall,10359
5/27/2024,21,22,Wind,148.0,Monday,Spring,2538
10/6/2022,8,9,Wind,279.0,Thursday,Fall,1848
3/12/2022,6,7,Wind,71.0,Saturday,Spring,6239
5/28/2023,,0,Wind,148.0,Sunday,Spring,9894
10/1/2022,22,23,Wind,274.0,Saturday,Fall,7629
7/16/2022,14,15,Solar,197.0,Saturday,Summer,8810
6/25/2020,10,11,Solar,177.0,Thursday,Summer,3414
5/26/2021,17,18,Wind,146.0,Wednesday,Spring,8501
8/8/2023,21,22,Wind,220.0,Tuesday,Summer,2130
2/3/2020,21,22,Wind,34.0,Monday,Winter,10771
xyz,14,15,Wind,173.0,xyz,Summer,6749
1/8/2021,0,1,Wind,8.0,Friday,Winter,1507
2/15/2021,0,1,Wind,46.0,Monday,Winter,9792
11/23/2024,21,22,Wind,328.0,Saturday,Fall,19031
12/12/2021,0,1,Wind,346.0,Sunday,Winter,5469
6/22/2020,5,6,Wind,174.0,Monday,Summer,1871
02/27/2028,11,12,Solar,xyz,Sunday,xyz,-100
xyz,21,22,Wind,149.0,Thursday,Spring,40000
1/24/2024,23,0,Wind,24.0,Wednesday,Winter,5801
4/25/2022,14,15,Solar,115.0,Monday,Spring,7151
7/16/2024,8,9,Wind,198.0,Tuesday,Summer,9494
1/23/2020,22,23,Wind,23.0,Thursday,Winter,2779
10/28/2020,15,16,Wind,302.0,Wednesday,Fall,11856
6/2/2022,23,0,Wind,153.0,Thursday,Summer,4438
4/10/2022,17,18,Solar,100.0,Sunday,Spring,5961
11/20/2024,23,0,Wind,325.0,Wednesday,Fall,6132
11/20/2022,14,15,Wind,324.0,Sunday,Fall,11679
2/5/2020,13,14,Solar,36.0,Wednesday,Winter,3963
7/23/2025,1,2,Wind,204.0,Wednesday,Summer,1307
8/24/2020,19,20,Wind,237.0,Monday,Summer,1914
2/17/2023,2,3,Wind,48.0,Friday,Winter,7016
11/3/2021,8,9,Wind,307.0,Wednesday,Fall,3933
10/28/2024,0,1,Wind,302.0,Monday,Fall,477
10/16/2025,18,19,Wind,289.0,Thursday,Fall,4569
9/4/2020,3,4,Wind,248.0,Friday,Fall,1556
8/18/2023,19,20,Wind,230.0,Friday,Summer,3018
3/1/2021,5,6,Wind,60.0,Monday,Spring,4453
1/21/2025,13,14,Solar,21.0,Tuesday,Winter,5754
7/18/2023,7,8,Wind,199.0,Tuesday,Summer,3248
7/25/2022,21,22,Wind,206.0,Monday,Summer,7106
10/9/2021,2,3,Wind,282.0,Saturday,Fall,3926
4/11/2022,2,3,Wind,101.0,Monday,Spring,9774
1/11/2025,2,3,Wind,11.0,Saturday,Winter,1684
8/3/2023,6,7,Wind,xyz,Thursday,xyz,11952
02/27/2028,0,1,Wind,341.0,Sunday,Winter,-100
02/27/2028,3,4,Wind,,Saturday,Summer,-100
9/9/2021,15,16,Wind,252.0,Thursday,Fall,5383
12/31/2022,12,13,Wind,365.0,Saturday,Winter,17332
7/2/2022,2,3,Wind,183.0,Saturday,Summer,670
5/28/2022,18,19,Wind,148.0,Saturday,Spring,8846
6/2/2020,18,19,Solar,154.0,Tuesday,Summer,2473
5/31/2022,2,3,Wind,151.0,Tuesday,Spring,1818
3/28/2021,21,22,Wind,87.0,Sunday,Spring,2629
8/19/2021,13,14,Solar,231.0,Thursday,Summer,4835
3/11/2025,16,17,Wind,70.0,Tuesday,Spring,6371
3/14/2021,8,9,Wind,73.0,Sunday,Spring,10637
10/4/2020,19,20,Wind,278.0,Sunday,Fall,9887
11/10/2025,16,17,Wind,314.0,Monday,Fall,9768
6/7/2020,17,18,Solar,159.0,Sunday,Summer,3557
8/31/2021,15,16,Solar,243.0,Tuesday,Summer,8581
1/12/2023,18,19,Wind,12.0,Thursday,Winter,16129
11/13/2021,10,11,Wind,317.0,Saturday,Fall,5285
4/14/2021,13,14,Wind,104.0,Wednesday,Spring,8978
12/31/2021,4,5,Wind,365.0,Friday,Winter,5884
11/11/2020,22,23,Wind,316.0,Wednesday,Fall,7638
2/6/2020,14,15,Solar,37.0,Thursday,Winter,4784
8/29/2024,3,4,Wind,242.0,Thursday,Summer,2495
9/3/2024,16,17,Solar,247.0,Tuesday,Fall,4492
02/27/2028,14,,Wind,xyz,Saturday,Fall,-100
2/26/2025,9,10,Wind,57.0,Wednesday,Winter,9755
10/10/2025,10,11,Solar,283.0,Friday,Fall,40000
7/16/2020,0,1,Wind,198.0,Thursday,Summer,1763
3/20/2023,1,2,Wind,79.0,Monday,Spring,1521
10/15/2023,19,20,Wind,288.0,Sunday,Fall,3573
6/16/2020,23,0,Wind,168.0,Tuesday,Summer,1468
7/22/2025,xyz,1,Wind,203.0,Tuesday,Summer,7645
7/13/2025,0,1,Wind,194.0,Sunday,Summer,4224
9/6/2024,15,16,Solar,250.0,Friday,Fall,6409
02/27/2028,4,5,Wind,216.0,Monday,Summer,-100
4/18/2020,21,22,Wind,109.0,Saturday,Spring,1215
3/13/2025,15,16,Solar,72.0,Thursday,Spring,5712
6/14/2023,0,1,Wind,165.0,Wednesday,Summer,4779
3/17/2023,13,14,Wind,76.0,Friday,Spring,12263
6/17/2021,2,3,Wind,168.0,Thursday,Summer,4974
7/24/2023,17,18,Wind,205.0,Monday,Summer,11156
1/21/2024,17,18,Wind,21.0,Sunday,Winter,14481
4/3/2020,13,14,Solar,94.0,Friday,Spring,5002
3/17/2020,9,10,Solar,77.0,Tuesday,Spring,1714
3/3/2020,20,21,Wind,63.0,Tuesday,Spring,2875
5/24/2021,15,16,Wind,144.0,Monday,Spring,13322
1/29/2025,3,4,Wind,29.0,Wednesday,Winter,15556
11/3/2023,0,1,Wind,307.0,Friday,Fall,12874
6/16/2021,8,9,Solar,167.0,Wednesday,Summer,2085
1/21/2022,9,10,Wind,21.0,Friday,Winter,5002
3/9/2025,3,4,Wind,68.0,Sunday,Spring,9672
6/14/2025,10,11,Solar,165.0,Saturday,Summer,4291
2/16/2025,10,11,Solar,47.0,Sunday,Winter,7270
5/23/2025,3,4,Wind,143.0,Friday,Spring,3654
02/27/2028,6,7,Wind,159.0,Thursday,xyz,-100
9/13/2020,22,23,Wind,257.0,Sunday,Fall,2238
3/8/2022,19,20,Wind,67.0,Tuesday,Spring,4726
4/28/2022,0,1,Wind,118.0,Thursday,Spring,7345
1/19/2023,23,0,xyz,19.0,Thursday,Winter,1710
1/30/2021,6,7,Wind,30.0,Saturday,Winter,5748
8/9/2020,18,19,Wind,222.0,Sunday,Summer,3103
1/2/2023,22,23,Wind,2.0,Monday,Winter,4218
