Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Production
3/19/2024,19,20,Wind,79,Tuesday,March,353
10/20/2023,7,8,Wind,293,Friday,October,4094
10/27/2020,0,1,Wind,301,Tuesday,October,6605
10/21/2022,9,10,Wind,294,Friday,October,7549
8/10/2021,17,18,Solar,222,Tuesday,August,3970
6/30/2023,7,8,Wind,181,Friday,June,2731
4/8/2021,20,21,Wind,98,Thursday,April,996
1/15/2024,20,21,Wind,15,Monday,January,2749
6/22/2021,16,17,Wind,173,Tuesday,June,6589
4/23/2025,13,14,Wind,113,Wednesday,April,13597
12/10/2021,4,5,Wind,344,Friday,December,11836
6/27/2021,17,18,Solar,178,Sunday,June,3501
5/23/2024,4,5,Wind,144,Thursday,May,3073
7/14/2025,12,13,Solar,195,Monday,July,12612
3/12/2025,4,5,Wind,71,Wednesday,March,2924
8/13/2022,1,2,Wind,225,Saturday,August,4592
6/7/2020,5,6,Wind,159,Sunday,June,2371
1/16/2021,0,1,Wind,16,Saturday,January,1915
9/3/2020,10,11,Solar,247,Thursday,September,4557
6/23/2022,1,2,Wind,174,Thursday,June,1285
10/28/2022,22,23,Wind,301,Friday,October,2934
12/5/2023,15,16,Wind,339,Tuesday,December,10146
10/4/2025,8,9,Wind,277,Saturday,October,17542
10/29/2024,12,13,Solar,303,Tuesday,October,4896
3/27/2025,11,12,Solar,86,Thursday,March,9239
8/14/2024,8,9,Wind,227,Wednesday,August,2058
5/19/2020,6,7,Wind,140,Tuesday,May,3004
10/2/2022,12,13,Wind,275,Sunday,October,10738
8/10/2021,6,7,Wind,222,Tuesday,August,1072
12/17/2021,3,4,Wind,351,Friday,December,7079
1/27/2023,11,12,Wind,27,Friday,January,10740
10/23/2025,17,18,Wind,296,Thursday,October,19307
8/5/2021,12,13,Solar,217,Thursday,August,6780
5/25/2022,12,13,Wind,145,Wednesday,May,9014
6/14/2024,22,23,Wind,166,Friday,June,8718
3/6/2021,19,20,Wind,65,Saturday,March,4374
12/23/2024,4,5,Wind,358,Monday,December,17365
11/13/2022,14,15,Solar,317,Sunday,November,3527
5/6/2021,2,3,Wind,126,Thursday,May,3195
12/19/2024,22,23,Wind,354,Thursday,December,10760
9/3/2021,10,11,Solar,246,Friday,September,2486
7/11/2025,22,23,Wind,192,Friday,July,5874
6/4/2020,15,16,Wind,156,Thursday,June,5865
4/27/2022,20,21,Wind,117,Wednesday,April,6251
11/26/2025,19,20,Wind,330,Wednesday,November,2931
2/21/2025,12,13,Wind,52,Friday,February,17705
8/7/2025,8,9,Solar,219,Thursday,August,3387
7/28/2024,2,3,Wind,210,Sunday,July,2296
9/24/2024,17,18,Wind,268,Tuesday,September,8785
2/13/2021,0,1,Wind,44,Saturday,February,8119
1/16/2025,13,14,Wind,16,Thursday,January,7171
2/24/2020,20,21,Wind,55,Monday,February,10897
5/25/2020,23,0,Wind,146,Monday,May,3958
7/7/2025,11,12,Wind,188,Monday,July,13430
11/20/2023,22,23,Wind,324,Monday,November,6071
7/24/2025,14,15,Solar,205,Thursday,July,9401
9/24/2020,5,6,Wind,268,Thursday,September,5730
11/1/2022,3,4,Wind,305,Tuesday,November,11967
8/3/2020,15,16,Wind,216,Monday,August,7388
9/2/2023,18,19,Wind,245,Saturday,September,3646
12/22/2024,1,2,Wind,357,Sunday,December,18444
7/20/2024,6,7,Wind,202,Saturday,July,1104
10/1/2021,0,1,Wind,274,Friday,October,5497
9/11/2024,22,23,Wind,255,Wednesday,September,5257
8/26/2025,23,0,Wind,238,Tuesday,August,2587
4/29/2021,23,0,Wind,119,Thursday,April,1746
9/12/2020,14,15,Solar,256,Saturday,September,4333
6/16/2024,2,3,Wind,168,Sunday,June,8340
7/23/2025,6,7,Wind,204,Wednesday,July,1048
11/9/2021,2,3,Wind,313,Tuesday,November,1812
7/22/2022,6,7,Wind,203,Friday,July,2829
2/19/2022,0,1,Wind,50,Saturday,February,12116
6/30/2024,7,8,Wind,182,Sunday,June,4150
10/31/2021,2,3,Wind,304,Sunday,October,4462
6/30/2020,23,0,Wind,182,Tuesday,June,2994
2/1/2021,3,4,Wind,32,Monday,February,5162
2/10/2021,22,23,Wind,41,Wednesday,February,4122
6/7/2021,16,17,Solar,158,Monday,June,4235
4/25/2022,20,21,Wind,115,Monday,April,2378
10/8/2020,21,22,Wind,282,Thursday,October,5474
7/12/2022,9,10,Solar,193,Tuesday,July,3884
10/24/2025,4,5,Wind,297,Friday,October,13101
7/31/2022,18,19,Wind,212,Sunday,July,6902
10/9/2020,5,6,Wind,283,Friday,October,2113
2/3/2022,22,23,Wind,34,Thursday,February,3774
10/6/2024,23,0,Wind,280,Sunday,October,8935
9/15/2025,0,1,Wind,258,Monday,September,15154
4/9/2023,7,8,Wind,99,Sunday,April,2993
7/25/2023,0,1,Wind,206,Tuesday,July,3524
2/2/2025,0,1,Wind,33,Sunday,February,3726
10/22/2020,4,5,Wind,296,Thursday,October,5457
5/18/2025,23,0,Wind,138,Sunday,May,5640
6/28/2022,8,9,Solar,179,Tuesday,June,2874
7/25/2024,23,0,Wind,207,Thursday,July,2329
7/3/2020,14,15,Wind,185,Friday,July,7186
4/29/2023,6,7,Wind,119,Saturday,April,1421
8/11/2020,2,3,Wind,224,Tuesday,August,1508
8/19/2022,1,2,Wind,231,Friday,August,3854
7/6/2022,16,17,Solar,187,Wednesday,July,7772
10/1/2022,3,4,Wind,274,Saturday,October,14018
4/28/2024,10,11,Wind,119,Sunday,April,8299
11/8/2021,4,5,Wind,312,Monday,November,2191
4/22/2023,14,15,Wind,112,Saturday,April,10032
5/5/2021,10,11,Wind,125,Wednesday,May,10383
12/13/2023,20,21,Wind,347,Wednesday,December,7880
6/20/2025,17,18,Solar,171,Friday,June,8420
8/19/2021,9,10,Solar,231,Thursday,August,2407
1/30/2023,14,15,Wind,30,Monday,January,9370
8/1/2022,3,4,Wind,213,Monday,August,1425
5/31/2024,17,18,Wind,152,Friday,May,6654
2/1/2020,14,15,Wind,32,Saturday,February,12517
7/30/2021,6,7,Wind,211,Friday,July,3978
8/19/2020,0,1,Wind,232,Wednesday,August,869
11/30/2020,10,11,Solar,335,Monday,November,2542
4/24/2021,2,3,Wind,114,Saturday,April,7483
10/5/2025,6,7,Wind,278,Sunday,October,12126
1/30/2020,3,4,Wind,30,Thursday,January,6146
4/14/2021,8,9,Wind,104,Wednesday,April,3773
11/26/2025,5,6,Wind,330,Wednesday,November,6599
10/24/2022,6,7,Wind,297,Monday,October,11726
4/1/2023,7,8,Wind,91,Saturday,April,14901
10/15/2021,0,1,Wind,288,Friday,October,1417
8/14/2020,22,23,Wind,227,Friday,August,817
5/13/2025,23,0,Wind,133,Tuesday,May,1246
2/1/2020,13,14,Wind,32,Saturday,February,12798
3/23/2024,18,19,Wind,83,Saturday,March,12857
9/9/2024,13,14,Wind,253,Monday,September,14127
9/1/2021,20,21,Wind,244,Wednesday,September,6111
5/7/2025,3,4,Wind,127,Wednesday,May,7958
11/1/2021,19,20,Wind,305,Monday,November,5863
10/17/2023,17,18,Wind,290,Tuesday,October,7522
11/21/2022,1,2,Wind,325,Monday,November,7488
8/2/2021,19,20,Wind,214,Monday,August,2279
8/17/2022,15,16,Solar,229,Wednesday,August,4541
6/8/2023,10,11,Solar,159,Thursday,June,7309
5/9/2023,2,3,Wind,129,Tuesday,May,2877
4/11/2023,13,14,Wind,101,Tuesday,April,10747
10/1/2025,15,16,Solar,274,Wednesday,October,9156
3/29/2020,8,9,Wind,89,Sunday,March,11663
6/4/2020,12,13,Wind,156,Thursday,June,4401
5/3/2025,11,12,Solar,123,Saturday,May,5167
3/2/2024,2,3,Wind,62,Saturday,March,10989
1/15/2023,13,14,Wind,15,Sunday,January,19289
12/8/2024,5,6,Wind,343,Sunday,December,16916
6/7/2020,4,5,Wind,159,Sunday,June,2545
2/15/2020,11,12,Wind,46,Saturday,February,10329
10/27/2023,19,20,Wind,300,Friday,October,8296
9/29/2025,6,7,Wind,272,Monday,September,1588
4/28/2020,22,23,Wind,119,Tuesday,April,4458
5/11/2021,23,0,Wind,131,Tuesday,May,5351
4/4/2021,1,2,Wind,94,Sunday,April,7204
3/24/2024,20,21,Wind,84,Sunday,March,4174
5/9/2025,21,22,Wind,129,Friday,May,5702
12/31/2023,23,0,Wind,365,Sunday,December,15903
9/13/2022,11,12,Wind,256,Tuesday,September,5250
11/8/2020,21,22,Wind,313,Sunday,November,3701
5/10/2020,20,21,Wind,131,Sunday,May,6827
2/25/2024,1,2,Wind,56,Sunday,February,8874
4/17/2020,4,5,Wind,108,Friday,April,2180
1/9/2024,9,10,Wind,9,Tuesday,January,5081
5/11/2021,1,2,Wind,131,Tuesday,May,1876
4/22/2025,17,18,Solar,112,Tuesday,April,6432
12/19/2023,10,11,Wind,353,Tuesday,December,10112
7/16/2024,21,22,Wind,198,Tuesday,July,4248
6/3/2022,7,8,Wind,154,Friday,June,3128
12/30/2023,19,20,Wind,364,Saturday,December,13502
2/11/2021,13,14,Wind,42,Thursday,February,8689
5/30/2022,3,4,Wind,150,Monday,May,3844
3/8/2022,11,12,Wind,67,Tuesday,March,8083
4/18/2025,11,12,Solar,108,Friday,April,12424
11/24/2021,4,5,Wind,328,Wednesday,November,5212
1/7/2020,12,13,Wind,7,Tuesday,January,4139
3/26/2022,5,6,Wind,85,Saturday,March,7115
8/26/2025,5,6,Wind,238,Tuesday,August,4233
8/10/2022,23,0,Wind,222,Wednesday,August,6992
5/7/2025,7,8,Wind,127,Wednesday,May,6688
6/6/2021,17,18,Solar,157,Sunday,June,4413
9/27/2020,15,16,Wind,271,Sunday,September,11528
10/20/2025,9,10,Wind,293,Monday,October,13046
3/24/2020,3,4,Wind,84,Tuesday,March,6368
6/5/2022,2,3,Wind,156,Sunday,June,2663
10/22/2020,10,11,Wind,296,Thursday,October,4764
3/24/2025,7,8,Wind,83,Monday,March,1681
3/5/2024,11,12,Wind,65,Tuesday,March,9886
5/27/2025,22,23,Wind,147,Tuesday,May,11238
1/23/2024,12,13,Wind,23,Tuesday,January,13150
7/9/2023,8,9,Solar,190,Sunday,July,3236
5/10/2023,13,14,Wind,130,Wednesday,May,11344
1/10/2022,8,9,Wind,10,Monday,January,1349
9/20/2021,10,11,Solar,263,Monday,September,3086
6/8/2021,5,6,Wind,159,Tuesday,June,946
12/3/2023,7,8,Wind,337,Sunday,December,8238
10/26/2023,22,23,Wind,299,Thursday,October,5674
5/19/2020,5,6,Wind,140,Tuesday,May,3219
9/9/2020,1,2,Wind,253,Wednesday,September,999
7/13/2025,15,16,Solar,194,Sunday,July,10818
3/8/2022,7,8,Wind,67,Tuesday,March,8131
11/20/2020,7,8,Wind,325,Friday,November,2190
7/2/2021,2,3,Wind,183,Friday,July,470
3/22/2023,4,5,Wind,81,Wednesday,March,9690
4/26/2020,9,10,Solar,117,Sunday,April,1386
2/18/2021,4,5,Wind,49,Thursday,February,10954
3/3/2022,17,18,Solar,62,Thursday,March,1030
11/3/2024,1,2,Wind,308,Sunday,November,3987
3/27/2021,3,4,Wind,86,Saturday,March,9712
9/20/2022,3,4,Wind,263,Tuesday,September,2163
1/5/2024,8,9,Wind,5,Friday,January,7898
8/22/2023,17,18,Solar,234,Tuesday,August,4981
5/23/2020,2,3,Wind,144,Saturday,May,1626
8/3/2022,1,2,Wind,215,Wednesday,August,1003
9/10/2021,16,17,Solar,253,Friday,September,4899
7/16/2024,15,16,Wind,198,Tuesday,July,16713
11/30/2023,10,11,Wind,334,Thursday,November,2438
12/26/2021,4,5,Wind,360,Sunday,December,2047
1/13/2021,0,1,Wind,13,Wednesday,January,3635
5/2/2023,4,5,Wind,122,Tuesday,May,2964
5/12/2024,3,4,Wind,133,Sunday,May,3806
10/16/2024,2,3,Wind,290,Wednesday,October,11314
1/27/2025,15,16,Wind,27,Monday,January,18366
10/30/2021,17,18,Wind,303,Saturday,October,5024
8/16/2025,16,17,Wind,228,Saturday,August,13068
2/1/2023,13,14,Wind,32,Wednesday,February,11740
9/7/2021,0,1,Wind,250,Tuesday,September,4216
6/19/2024,21,22,Wind,171,Wednesday,June,6527
11/6/2022,15,16,Wind,310,Sunday,November,11956
2/25/2020,22,23,Wind,56,Tuesday,February,11876
3/15/2020,21,22,Wind,75,Sunday,March,3665
6/29/2025,16,17,Solar,180,Sunday,June,7998
5/31/2020,2,3,Wind,152,Sunday,May,5288
4/24/2020,9,10,Solar,115,Friday,April,1744
12/23/2024,7,8,Wind,358,Monday,December,16343
2/8/2023,6,7,Wind,39,Wednesday,February,3380
6/27/2022,21,22,Wind,178,Monday,June,2006
5/5/2021,1,2,Wind,125,Wednesday,May,6686
5/17/2021,11,12,Wind,137,Monday,May,14827
6/11/2023,23,0,Wind,162,Sunday,June,1903
6/27/2020,23,0,Wind,179,Saturday,June,4538
2/23/2024,3,4,Wind,54,Friday,February,13821
7/3/2021,11,12,Solar,184,Saturday,July,3723
10/9/2024,20,21,Wind,283,Wednesday,October,11433
9/1/2022,4,5,Wind,244,Thursday,September,3217
2/27/2025,21,22,Wind,58,Thursday,February,4723
1/18/2023,21,22,Wind,18,Wednesday,January,4776
7/13/2024,18,19,Solar,195,Saturday,July,4140
8/7/2021,14,15,Wind,219,Saturday,August,11938
7/3/2023,15,16,Wind,184,Monday,July,11822
5/8/2020,13,14,Solar,129,Friday,May,4791
4/23/2025,17,18,Wind,113,Wednesday,April,8124
10/16/2025,19,20,Wind,289,Thursday,October,4242
4/30/2023,2,3,Wind,120,Sunday,April,3621
12/9/2024,6,7,Wind,344,Monday,December,14599
1/1/2024,13,14,Wind,1,Monday,January,13078
10/14/2024,1,2,Wind,288,Monday,October,3539
10/29/2025,6,7,Wind,302,Wednesday,October,5860
1/20/2024,0,1,Wind,20,Saturday,January,3558
12/28/2021,2,3,Wind,362,Tuesday,December,11510
7/9/2020,11,12,Solar,191,Thursday,July,5398
2/25/2020,5,6,Wind,56,Tuesday,February,9512
8/17/2025,23,0,Wind,229,Sunday,August,7722
7/28/2020,9,10,Wind,210,Tuesday,July,4089
6/23/2022,22,23,Wind,174,Thursday,June,2296
8/5/2021,0,1,Wind,217,Thursday,August,1726
8/19/2023,8,9,Wind,231,Saturday,August,3697
4/14/2021,11,12,Solar,104,Wednesday,April,7740
10/19/2024,20,21,Wind,293,Saturday,October,3115
7/31/2025,20,21,Wind,212,Thursday,July,4719
1/17/2025,19,20,Wind,17,Friday,January,1327
8/28/2023,16,17,Solar,240,Monday,August,8468
8/15/2023,19,20,Solar,227,Tuesday,August,1859
1/28/2022,0,1,Wind,28,Friday,January,2756
3/18/2024,22,23,Wind,78,Monday,March,797
9/30/2023,6,7,Wind,273,Saturday,September,758
11/10/2023,22,23,Wind,314,Friday,November,11128
9/22/2024,17,18,Wind,266,Sunday,September,5073
3/6/2025,0,1,Wind,65,Thursday,March,5884
10/9/2025,22,23,Wind,282,Thursday,October,2547
5/15/2021,17,18,Wind,135,Saturday,May,10856
10/20/2020,8,9,Wind,294,Tuesday,October,9704
10/19/2020,21,22,Wind,293,Monday,October,9798
8/28/2025,2,3,Wind,240,Thursday,August,2318
5/6/2024,19,20,Wind,127,Monday,May,4210
7/23/2021,6,7,Wind,204,Friday,July,3390
3/23/2021,19,20,Wind,82,Tuesday,March,405
10/16/2022,1,2,Wind,289,Sunday,October,3901
6/23/2023,5,6,Wind,174,Friday,June,1575
8/2/2023,4,5,Wind,214,Wednesday,August,12520
9/7/2022,2,3,Wind,250,Wednesday,September,2729
12/24/2024,13,14,Solar,359,Tuesday,December,4671
10/9/2021,20,21,Wind,282,Saturday,October,3193
11/12/2022,19,20,Wind,316,Saturday,November,3313
4/3/2020,11,12,Solar,94,Friday,April,4359
8/1/2024,23,0,Wind,214,Thursday,August,2316
6/28/2025,20,21,Wind,179,Saturday,June,2348
8/27/2024,4,5,Wind,240,Tuesday,August,3373
1/24/2023,8,9,Wind,24,Tuesday,January,6833
7/20/2020,15,16,Solar,202,Monday,July,5724
7/25/2020,17,18,Wind,207,Saturday,July,7306
8/4/2024,2,3,Wind,217,Sunday,August,2516
11/6/2024,9,10,Solar,311,Wednesday,November,1567
10/7/2021,5,6,Wind,280,Thursday,October,1477
8/24/2021,20,21,Wind,236,Tuesday,August,7059
8/6/2022,6,7,Wind,218,Saturday,August,5612
5/31/2023,21,22,Wind,151,Wednesday,May,7614
12/14/2023,22,23,Wind,348,Thursday,December,3423
12/18/2020,14,15,Wind,353,Friday,December,7822
9/14/2022,19,20,Wind,257,Wednesday,September,2557
7/18/2022,3,4,Wind,199,Monday,July,4057
3/27/2021,18,19,Wind,86,Saturday,March,2880
11/26/2023,23,0,Wind,330,Sunday,November,5691
12/2/2020,8,9,Wind,337,Wednesday,December,2746
1/12/2020,0,1,Wind,12,Sunday,January,5357
4/1/2020,12,13,Solar,92,Wednesday,April,5453
12/6/2024,12,13,Wind,341,Friday,December,12932
10/6/2025,1,2,Wind,279,Monday,October,4656
6/22/2025,1,2,Wind,173,Sunday,June,5895
10/30/2024,5,6,Wind,304,Wednesday,October,1711
4/23/2022,8,9,Wind,113,Saturday,April,6471
12/29/2020,14,15,Wind,364,Tuesday,December,4968
1/20/2025,6,7,Wind,20,Monday,January,1629
6/1/2023,7,8,Wind,152,Thursday,June,5874
12/31/2020,4,5,Wind,366,Thursday,December,5350
10/30/2025,7,8,Wind,303,Thursday,October,4753
10/29/2020,20,21,Wind,303,Thursday,October,7684
10/13/2022,13,14,Wind,286,Thursday,October,6534
11/19/2021,9,10,Solar,323,Friday,November,2308
11/30/2022,15,16,Wind,334,Wednesday,November,3146
2/6/2024,23,0,Wind,37,Tuesday,February,15982
10/18/2021,17,18,Wind,291,Monday,October,4080
2/21/2024,5,6,Wind,52,Wednesday,February,5151
4/22/2024,19,20,Wind,113,Monday,April,7407
2/6/2023,7,8,Wind,37,Monday,February,6441
3/26/2023,6,7,Wind,85,Sunday,March,11392
4/10/2021,15,16,Wind,100,Saturday,April,6614
6/2/2024,14,15,Wind,154,Sunday,June,5327
3/19/2024,0,1,Wind,79,Tuesday,March,1042
6/23/2021,16,17,Solar,174,Wednesday,June,4302
7/28/2024,22,23,Wind,210,Sunday,July,5534
4/12/2025,1,2,Wind,102,Saturday,April,9520
7/5/2023,14,15,Wind,186,Wednesday,July,12658
1/28/2024,1,2,Wind,28,Sunday,January,6881
10/19/2021,3,4,Wind,292,Tuesday,October,6107
8/31/2020,19,20,Wind,244,Monday,August,1757
1/4/2025,1,2,Wind,4,Saturday,January,2946
1/23/2025,1,2,Wind,23,Thursday,January,7190
8/9/2021,8,9,Wind,221,Monday,August,3791
10/1/2020,7,8,Wind,275,Thursday,October,5454
9/25/2023,2,3,Wind,268,Monday,September,5283
7/15/2020,0,1,Wind,197,Wednesday,July,1514
9/19/2024,17,18,Wind,263,Thursday,September,12718
6/24/2024,13,14,Solar,176,Monday,June,9241
9/27/2023,7,8,Wind,270,Wednesday,September,1493
11/21/2021,5,6,Wind,325,Sunday,November,586
4/11/2022,14,15,Wind,101,Monday,April,12571
6/6/2024,4,5,Wind,158,Thursday,June,1000
10/3/2020,17,18,Wind,277,Saturday,October,6482
6/25/2021,2,3,Wind,176,Friday,June,1892
5/18/2023,12,13,Solar,138,Thursday,May,10300
4/19/2020,18,19,Wind,110,Sunday,April,4733
4/25/2023,22,23,Wind,115,Tuesday,April,2614
5/29/2024,14,15,Wind,150,Wednesday,May,11621
9/22/2025,18,19,Wind,265,Monday,September,12091
4/9/2022,20,21,Wind,99,Saturday,April,2402
12/27/2024,4,5,Wind,362,Friday,December,1470
10/14/2020,13,14,Wind,288,Wednesday,October,6711
4/5/2021,7,8,Wind,95,Monday,April,5387
8/17/2022,14,15,Solar,229,Wednesday,August,4104
6/23/2025,17,18,Wind,174,Monday,June,14143
1/31/2021,1,2,Wind,31,Sunday,January,5324
10/19/2021,17,18,Wind,292,Tuesday,October,7043
11/21/2024,3,4,Wind,326,Thursday,November,4165
5/8/2025,4,5,Wind,128,Thursday,May,5266
6/6/2025,3,4,Wind,157,Friday,June,9942
4/12/2022,20,21,Wind,102,Tuesday,April,2701
4/24/2021,10,11,Wind,114,Saturday,April,7399
8/16/2023,5,6,Wind,228,Wednesday,August,1333
5/3/2024,14,15,Solar,124,Friday,May,12180
12/26/2023,7,8,Wind,360,Tuesday,December,8901
3/20/2025,4,5,Wind,79,Thursday,March,5944
1/7/2025,6,7,Wind,7,Tuesday,January,13248
1/19/2024,21,22,Wind,19,Friday,January,3485
6/30/2025,6,7,Wind,181,Monday,June,3616
8/1/2023,13,14,Wind,213,Tuesday,August,15900
11/18/2022,9,10,Wind,322,Friday,November,7355
2/7/2021,13,14,Wind,38,Sunday,February,6462
5/4/2020,2,3,Wind,125,Monday,May,674
8/6/2021,8,9,Wind,218,Friday,August,8857
7/28/2023,18,19,Wind,209,Friday,July,6810
7/11/2021,4,5,Wind,192,Sunday,July,732
11/13/2020,12,13,Wind,318,Friday,November,6794
9/29/2024,0,1,Wind,273,Sunday,September,964
5/17/2024,19,20,Wind,138,Friday,May,2719
7/27/2025,1,2,Wind,208,Sunday,July,2441
10/11/2022,12,13,Solar,284,Tuesday,October,4648
3/14/2023,23,0,Wind,73,Tuesday,March,5228
7/1/2023,10,11,Wind,182,Saturday,July,11170
9/11/2021,19,20,Wind,254,Saturday,September,1058
6/23/2024,6,7,Wind,175,Sunday,June,2465
3/29/2022,7,8,Wind,88,Tuesday,March,2796
4/23/2021,19,20,Wind,113,Friday,April,5711
5/6/2025,5,6,Wind,126,Tuesday,May,10208
8/24/2025,6,7,Wind,236,Sunday,August,2817
3/18/2022,6,7,Wind,77,Friday,March,8824
1/25/2024,22,23,Wind,25,Thursday,January,6532
11/13/2021,20,21,Wind,317,Saturday,November,2420
4/21/2024,18,19,Wind,112,Sunday,April,13906
2/25/2020,8,9,Wind,56,Tuesday,February,8372
10/22/2024,15,16,Solar,296,Tuesday,October,4616
9/3/2024,14,15,Solar,247,Tuesday,September,5316
1/7/2022,4,5,Wind,7,Friday,January,9576
7/12/2024,13,14,Solar,194,Friday,July,8247
7/3/2022,21,22,Wind,184,Sunday,July,2589
12/29/2024,12,13,Solar,364,Sunday,December,3489
9/5/2020,22,23,Wind,249,Saturday,September,2365
2/17/2023,11,12,Wind,48,Friday,February,12424
5/9/2022,1,2,Wind,129,Monday,May,4167
12/9/2022,8,9,Wind,343,Friday,December,2830
3/19/2024,11,12,Solar,79,Tuesday,March,7549
5/4/2022,7,8,Wind,124,Wednesday,May,1702
11/24/2022,19,20,Wind,328,Thursday,November,10548
2/16/2022,1,2,Wind,47,Wednesday,February,14146
11/25/2025,6,7,Wind,329,Tuesday,November,12539
11/27/2022,19,20,Wind,331,Sunday,November,7442
1/18/2023,11,12,Wind,18,Wednesday,January,5423
12/7/2022,16,17,Wind,341,Wednesday,December,1948
12/6/2020,1,2,Wind,341,Sunday,December,3826
2/7/2021,12,13,Wind,38,Sunday,February,6365
8/24/2022,3,4,Wind,236,Wednesday,August,908
9/20/2020,12,13,Solar,264,Sunday,September,2294
2/26/2025,20,21,Wind,57,Wednesday,February,12741
9/25/2024,1,2,Wind,269,Wednesday,September,4083
1/13/2020,2,3,Wind,13,Monday,January,2606
3/21/2024,18,19,Wind,81,Thursday,March,1203
5/29/2023,19,20,Wind,149,Monday,May,12605
1/19/2023,8,9,Wind,19,Thursday,January,2538
6/2/2025,6,7,Wind,153,Monday,June,2401
9/22/2020,18,19,Wind,266,Tuesday,September,1848
6/16/2022,20,21,Wind,167,Thursday,June,1179
6/15/2025,17,18,Wind,166,Sunday,June,4300
3/31/2022,11,12,Wind,90,Thursday,March,9466
10/26/2025,23,0,Wind,299,Sunday,October,16216
6/24/2022,15,16,Wind,175,Friday,June,10261
4/18/2020,19,20,Wind,109,Saturday,April,936
9/28/2023,9,10,Solar,271,Thursday,September,2990
5/7/2025,23,0,Wind,127,Wednesday,May,6111
5/24/2025,14,15,Wind,144,Saturday,May,8752
1/28/2020,18,19,Wind,28,Tuesday,January,10404
9/8/2021,2,3,Wind,251,Wednesday,September,5381
6/7/2021,7,8,Wind,158,Monday,June,1509
9/24/2020,8,9,Wind,268,Thursday,September,5580
9/1/2021,13,14,Wind,244,Wednesday,September,10499
6/26/2022,1,2,Wind,177,Sunday,June,2487
6/1/2024,18,19,Wind,153,Saturday,June,9516
7/10/2023,10,11,Solar,191,Monday,July,5571
5/2/2023,7,8,Wind,122,Tuesday,May,2545
5/31/2025,9,10,Solar,151,Saturday,May,4038
9/3/2024,19,20,Wind,247,Tuesday,September,2194
7/10/2025,0,1,Wind,191,Thursday,July,2573
6/4/2022,4,5,Wind,155,Saturday,June,3051
10/14/2024,18,19,Wind,288,Monday,October,1897
3/19/2020,20,21,Wind,79,Thursday,March,3314
1/30/2023,20,21,Wind,30,Monday,January,2928
1/5/2023,1,2,Wind,5,Thursday,January,11513
4/5/2020,9,10,Wind,96,Sunday,April,7246
4/16/2021,5,6,Wind,106,Friday,April,5001
4/15/2021,6,7,Wind,105,Thursday,April,4728
1/29/2022,15,16,Wind,29,Saturday,January,11127
8/25/2024,9,10,Solar,238,Sunday,August,2951
9/8/2021,0,1,Wind,251,Wednesday,September,6186
9/8/2023,2,3,Wind,251,Friday,September,1048
3/15/2024,7,8,Wind,75,Friday,March,10700
5/26/2023,13,14,Solar,146,Friday,May,12466
5/15/2021,18,19,Wind,135,Saturday,May,9536
12/22/2023,10,11,Wind,356,Friday,December,18322
2/23/2023,2,3,Wind,54,Thursday,February,1122
11/28/2023,19,20,Wind,332,Tuesday,November,1063
10/19/2020,10,11,Wind,293,Monday,October,4592
5/24/2021,13,14,Wind,144,Monday,May,13298
1/24/2020,8,9,Wind,24,Friday,January,1882
2/25/2025,11,12,Wind,56,Tuesday,February,11927
2/19/2020,20,21,Wind,50,Wednesday,February,5241
3/3/2024,1,2,Wind,63,Sunday,March,2679
8/25/2020,17,18,Wind,238,Tuesday,August,13129
4/7/2022,1,2,Wind,97,Thursday,April,14431
4/28/2021,8,9,Wind,118,Wednesday,April,1239
10/21/2020,14,15,Wind,295,Wednesday,October,15507
5/23/2023,4,5,Wind,143,Tuesday,May,4715
4/12/2024,9,10,Solar,103,Friday,April,4718
6/23/2021,21,22,Wind,174,Wednesday,June,2824
4/23/2023,8,9,Wind,113,Sunday,April,8238
1/10/2021,20,21,Wind,10,Sunday,January,3657
4/3/2020,14,15,Solar,94,Friday,April,4937
4/13/2020,9,10,Wind,104,Monday,April,6343
8/29/2020,4,5,Wind,242,Saturday,August,3115
4/3/2022,13,14,Wind,93,Sunday,April,7323
1/11/2023,6,7,Wind,11,Wednesday,January,10799
7/12/2022,16,17,Solar,193,Tuesday,July,6057
8/20/2025,19,20,Wind,232,Wednesday,August,5389
6/8/2022,5,6,Wind,159,Wednesday,June,3163
4/28/2023,21,22,Wind,118,Friday,April,3182
2/11/2025,3,4,Wind,42,Tuesday,February,4480
5/11/2023,3,4,Wind,131,Thursday,May,2507
5/5/2023,9,10,Solar,125,Friday,May,4856
8/12/2020,13,14,Solar,225,Wednesday,August,4803
10/1/2025,6,7,Wind,274,Wednesday,October,1806
8/1/2020,19,20,Wind,214,Saturday,August,4450
6/21/2023,5,6,Wind,172,Wednesday,June,853
3/26/2022,20,21,Wind,85,Saturday,March,9494
2/17/2022,23,0,Wind,48,Thursday,February,6092
2/4/2023,20,21,Wind,35,Saturday,February,3594
5/21/2021,14,15,Wind,141,Friday,May,15200
1/8/2021,12,13,Solar,8,Friday,January,3044
9/16/2024,10,11,Solar,260,Monday,September,6447
3/15/2022,15,16,Wind,74,Tuesday,March,4794
4/2/2023,15,16,Wind,92,Sunday,April,11672
11/14/2023,17,18,Wind,318,Tuesday,November,15929
9/25/2023,3,4,Wind,268,Monday,September,4458
